"species","Mass","Hand.Wing.Index","Trophic.Level","Habitat.Density","Range.Size","Migration","Centroid.Latitude","Centroid.Longitude","niche_breadth_zcor","region","range_shift","range_D","range_stability_std","range_unfilling_std","range_expansion_std","niche_D","niche_stability_std","niche_unfilling_std","niche_expansion_std","phylo_species"
"Pernis apivorus",754.37,37.9,3,1,9317297.54,3,54.03,38.95,5.65378099935185,"Europe",52530.9902372973,0.935463497037351,0.99783822756635,0.00198497314184101,0.000176799291809131,0.893721819068972,0.994095411278467,0.000864585137578947,0.00504000358395436,"Pernis apivorus"
"Branta leucopsis",1683.97,50.6,1,3,178673.97,3,72.42,-0.02,5.59992829226881,"Europe",465797.086134967,0.643554826271286,0.914218760599456,0.0194533866958452,0.0663278527046988,0.571396795489367,0.926153813621061,0.0137559428562889,0.06009024352265,"Branta leucopsis"
"Cygnus olor",10682.04,42.1,1,3,4915289.2,3,49.96,41.72,5.83988589609637,"Europe",92646.7773398046,0.849572039853536,0.958621334565134,0,0.0413786654348662,0.792600065433631,0.976401269048729,0,0.0225060074277219,"Cygnus olor"
"Somateria mollissima",2060.93,44.9,3,3,3321100.72,2,64.94,-48.4,6.41227392068463,"Europe",43617.3285923704,0.942182528646014,0.984407420154302,0.0106941054600452,0.00489847438565259,0.930785089031108,0.995826426243172,0.00199742748571253,0.00217614627111585,"Somateria mollissima"
"Apus apus",37.6,71.6,3,1,24779919.71,3,48.52,57.95,6.44126347175356,"Europe",16240.673587858,0.989287963515682,0.999740613448042,0.000259386551957936,0,0.960032556927975,0.99913451201994,0.000519320952630335,0.000346167027429774,"Apus apus"
"Apus pallidus",41.9,72.3,3,1,1720365.16,3,30.92,20.11,5.7168366404915,"Europe",82269.8897733065,0.863623992703938,0.962972877436411,0.00650854768950135,0.0305185748740874,0.672383424638149,0.942696008707184,0.000830870555821165,0.0563520605226246,"Apus pallidus"
"Caprimulgus ruficollis",68.5,54,3,2,791038.8,3,36.13,-1.63,4.44274078415562,"Europe",25175.5169637422,0.909129655395339,0.952515011837943,0.0368433415411933,0.0106416466208631,0.942157528429967,0.977998248955571,0.013596419454654,0.00840533158977469,"Caprimulgus ruficollis"
"Charadrius hiaticula",64.04,53.5,3,3,4520829.19,2,69.82,39,6.58982416861178,"Europe",29607.4380386668,0.954184974002271,0.996537876421534,0.00340493398073356,5.71895977325067e-05,0.937260832141968,0.99729135479416,0.0015659638002527,0.00114268140558765,"Charadrius hiaticula"
"Pluvialis apricaria",214,57.4,3,3,3294836.99,3,65.53,46.78,6.19089942272342,"Europe",48047.1313890226,0.955657600461162,0.995500981135744,0.00441405884176997,8.49600224865962e-05,0.950849812049042,0.997302257821002,0.00224709123211433,0.000450650946884022,"Pluvialis apricaria"
"Vanellus vanellus",218.37,40.2,3,3,18594755.95,2,52.6,61.57,6.18697234592893,"Europe",41690.670877611,0.970930776099275,0.999313246287675,0.000415940466393388,0.00027081324593183,0.934418049800375,0.997672766630955,0.000467725047428452,0.00185950832161613,"Vanellus vanellus"
"Numenius arquata",802.99,53.2,3,3,12491410.25,3,56.48,59.16,6.05021642942698,"Europe",58965.9748661746,0.940934251061373,0.993796113837324,0.00497289919867837,0.00123098696399729,0.922007842716098,0.996401147071887,0.000280107477111053,0.00330736806494765,"Numenius arquata"
"Numenius phaeopus",364.57,53.5,3,3,4802995.65,3,63.88,-11.94,6.11038958829268,"Europe",43415.6324820994,0.95736318100681,0.988662754776244,0.011255685203815,8.15600199409913e-05,0.925124542004631,0.989315537637333,0.00792458662074751,0.0027598757419197,"Numenius phaeopus"
"Tringa totanus",129,47.2,3,3,19709237.23,3,46.76,67.03,6.65454144787889,"Europe",81500.7918470892,0.93454856999387,0.997875868660408,0.000250056424676475,0.00187407491491521,0.942931847111071,0.997791891800995,0.00163221660432875,0.000575891594676264,"Tringa totanus"
"Ciconia ciconia",3445.8,45.9,3,3,5196114,3,44.94,24.63,5.53234221677396,"Europe",133574.972585833,0.896050236539988,0.996655634473647,0.000283442201286762,0.00306092332506645,0.791429109723398,0.984843154539689,0.000208093026231053,0.01494875243408,"Ciconia ciconia"
"Columba oenas",290.79,42.5,1,3,9272521.23,1,50.84,35.32,5.71373746647454,"Europe",85396.2915181611,0.932613704975069,0.991633722542809,0.00201302159780791,0.00635325585938315,0.847678648689822,0.984815380728104,0.0133115163913626,0.00187310288053321,"Columba oenas"
"Columba palumbus",490,41.2,1,2,11947217.36,1,50.34,32.15,6.32111774934143,"Europe",12181.4096166284,0.981994039134492,0.999160648740076,9.47038084518194e-06,0.00082988087907829,0.951866582551061,0.999000407341603,0.000160214178752121,0.00055774546339261,"Columba palumbus"
"Streptopelia decaocto",148.96,35.4,1,3,19265912.02,1,40.2,54.01,6.9424852578834,"Europe",126734.923882523,0.889655079698409,0.997928661610251,0,0.00207133838974875,0.863943457779702,0.993331689602701,0.00338093018177911,0.00328738021552027,"Streptopelia decaocto"
"Coracias garrulus",146,37.5,3,2,9539437.58,3,43.92,43.17,5.91606007866811,"Europe",294084.782366151,0.744875749520484,0.926280648631517,0.0685506068249758,0.00516874454350729,0.676948777176653,0.960272606826664,0.028530669162607,0.011196724010729,"Coracias garrulus"
"Merops apiaster",56.6,45.5,3,2,11028502.02,3,40.17,44.58,6.04063446911211,"Europe",136546.645843231,0.85128772470453,0.998103178755448,0.000361020969071098,0.00153580027548106,0.796191783061824,0.988237769789946,0.000190838572327345,0.0115713916377266,"Merops apiaster"
"Alectoris graeca",594.11,36.9,1,3,538497.96,1,42.95,17.39,6.00046727002287,"Europe",50674.5398871879,0.8486572624457,0.945452954592231,0.0531524234774701,0.00139462193029899,0.915070029455606,0.998163064983295,0.00043922158744613,0.00119350275646829,"Alectoris graeca"
"Alectoris rufa",527.86,25.8,1,3,953692.19,1,42.6,-1.02,5.40903311043027,"Europe",51743.7046274106,0.908357965889884,0.967191936079645,0,0.0328080639203551,0.897508396903568,0.990372534719543,0.00281585587927064,0.00472134746376419,"Alectoris rufa"
"Perdix perdix",405.3,33.8,1,3,10032916.79,1,52.09,41.6,5.59075831729216,"Europe",76590.6221960921,0.91647909504286,0.980383957129987,0.0196160428700131,0,0.840875542153188,0.983704564825434,0.0162632537361727,3.21814383934733e-05,"Perdix perdix"
"Tetrao urogallus",2716.61,33.2,1,2,11330230.84,1,59.49,69.35,6.1529563278844,"Europe",62091.8951994124,0.941280333018825,0.990365021345746,0.00575504604751734,0.00387993260673665,0.87661548792878,0.987868451315873,0.0111750570124611,0.000956491671665817,"Tetrao urogallus"
"Crex crex",154.91,34.1,3,2,12516028.75,3,53.88,60.58,6.11995689454769,"Europe",66530.8271203522,0.909069168451361,0.986109818955169,0.00903990278123326,0.00485027826359781,0.862814180186357,0.990848900865731,0.0076327189406615,0.00150929561086308,"Crex crex"
"Porzana porzana",87.1,34.5,2,1,10691863.17,3,54.44,55.52,5.90420139998359,"Europe",186332.897808446,0.863114403920836,0.97655533031283,0.0221430027484775,0.00130166693869218,0.80530877263399,0.966273365436262,0.0254217793132827,0.00825209647980074,"Porzana porzana"
"Rallus aquaticus",110.67,30.5,3,1,12363656.67,2,47.32,48.39,6.33926421173112,"Europe",129494.871612842,0.92202176886812,0.998038893334937,0.00149112626044973,0.000469980404613582,0.89007891980679,0.996332929516005,0.000855476240508437,0.00281159424348694,"Rallus aquaticus"
"Acrocephalus arundinaceus",30,28.6,3,3,9336953.31,3,49.39,45.3,5.94319332323409,"Europe",52637.4510493276,0.948346587266249,0.996445656312842,0,0.00355434368715781,0.889544732164071,0.995956056031384,0.00192352437473796,0.00212041959387765,"Acrocephalus arundinaceus"
"Acrocephalus paludicola",11.6,28.4,3,3,182586.45,3,52.09,24.27,2.21912273573005,"Europe",69380.5809958613,0.635947940020795,0.729196579897917,0.263968121713384,0.00683529838869891,0.555677001850769,0.674678854175187,0.325321145824813,0,"Acrocephalus paludicola"
"Acrocephalus palustris",11.5,27.9,3,3,5996672.74,3,51.96,32.36,5.33965792029917,"Europe",36531.5655631081,0.953929905239124,0.996155335039856,0.0018188060871376,0.00202585887300619,0.914328285238566,0.990940345688641,0.00454908216309571,0.00442950176529484,"Acrocephalus palustris"
"Acrocephalus schoenobaenus",11.83,28.2,3,3,11967937.01,3,56.04,47.36,6.07776904253876,"Europe",34541.5508299984,0.951861214730297,0.977564707328666,0.0224352926713337,0,0.922926135571532,0.990845000054574,0.00889140977274782,0.000187800158050728,"Acrocephalus schoenobaenus"
"Acrocephalus scirpaceus",12.3,24.3,3,3,15112845.4,3,25.94,33.16,6.52742412983522,"Europe",14288.6134614931,0.932422558513263,0.996331028372044,0,0.00366897162795566,0.925629008280855,0.996889714344553,0.000610160415776937,0.0025001252396706,"Acrocephalus scirpaceus"
"Hippolais icterina",13.2,30.8,3,1,6330920.54,3,54.61,35.37,5.7539320360464,"Europe",12097.0033516887,0.971602678899113,0.993177265686761,0.00532395778111432,0.00149877653212474,0.938228270579225,0.997283360551405,0.000232818497886655,0.00223824662195525,"Hippolais icterina"
"Hippolais olivetorum",17.5,28.6,3,2,285772.62,3,38.79,28.46,5.07952372332863,"Europe",112864.607750692,0.819192168215799,0.953608403862873,0.00834310544284593,0.0380484906942813,0.779073375158426,0.957602397747371,0.00283352126070579,0.0393987675674093,"Hippolais olivetorum"
"Hippolais polyglotta",11,21.2,3,2,1710837.05,3,41.86,1.26,5.36761649004091,"Europe",71579.7919876106,0.921478799084266,0.973050384945201,0,0.0269496150547995,0.851863011633098,0.986918302348938,0,0.0130412842772698,"Hippolais polyglotta"
"Aegithalos caudatus",8.6,22,3,2,18247301.19,1,52.48,72.38,6.59361426573584,"Europe",32241.8342552333,0.959285859698497,0.995570418940842,0.000317418736782625,0.00411216232237549,0.94413347052345,0.997947145175074,0.000390125754290578,0.00166272907063513,"Aegithalos caudatus"
"Lullula arborea",26.9,27.7,2,3,7140559.13,2,47.75,24.99,5.57251755794566,"Europe",93545.3082854847,0.945665688397012,0.996621262249196,0.00151001234350505,0.00186872540729907,0.93315321325002,0.996039186094341,0.00121379355701842,0.00273805468745554,"Lullula arborea"
"Melanocorypha calandra",61.6,37.2,2,3,5323937.62,2,41.54,39.54,5.685305541986,"Europe",60274.6112399091,0.894494407049753,0.971693555783817,0.0280581998529126,0.000248244363270219,0.820253971375688,0.97167071751653,0.0283008482586391,2.84342248309355e-05,"Melanocorypha calandra"
"Certhia brachydactyla",8.2,17.7,3,1,3199552.33,1,44.73,10.55,5.42619437887827,"Europe",15109.8316844899,0.968418142133414,0.99570599116775,0.000421118196485136,0.00387289063576472,0.963440778875159,0.998779488428231,0.000767575533939588,0.000452936037830026,"Certhia brachydactyla"
"Cinclus cinclus",61.47,27.6,3,3,8499590.13,1,47.26,56.5,6.90761392159311,"Europe",64505.148070294,0.92564835941734,0.980155798490938,0.019787426730913,5.67747781492108e-05,0.949874870135913,0.995497600739968,0.00406392826889105,0.000438470991141286,"Cinclus cinclus"
"Garrulus glandarius",159.46,19.4,2,1,19458203.9,2,51.02,62.66,6.45547077887148,"Europe",6729.54944275743,0.987079456326898,0.999200992012735,0.000120756894049408,0.000678251093215685,0.963459109444493,0.99882153467778,0.000750770283454504,0.000427695038765307,"Garrulus glandarius"
"Emberiza calandra",48.5,26.5,1,3,7483952.2,2,44.09,27.42,5.71459916558016,"Europe",96191.2782283474,0.933778847937448,0.99772990567058,0.00157358024343351,0.000696514085986791,0.88107977781307,0.992611983653973,0.0024848986542325,0.00490311769179477,"Miliaria calandra"
"Emberiza cia",23.43,19.6,2,3,4412208.21,2,39.73,43.32,6.55088637708465,"Europe",58582.8098586667,0.938640466853659,0.97997386174246,0.000266248167771773,0.0197598900897684,0.926238901190891,0.995775725321419,0.00240059476331362,0.00162309788429492,"Emberiza cia"
"Emberiza cirlus",25.6,20.2,2,2,2173407.94,2,41.65,8.36,5.4437340510435,"Europe",23267.8744340474,0.97405322305243,0.992725654185164,0.000596240272498667,0.00667810554233755,0.978482296303589,0.999245186309606,0.000253695022855407,0.000485331320365599,"Emberiza cirlus"
"Emberiza citrinella",29.7,25.7,1,3,12899942.03,2,56.2,51.75,6.47668914058331,"Europe",15759.7854734943,0.966898911765461,0.989671113165619,0.0103288868343809,0,0.961881143089516,0.997789377539893,0.00156903108164892,0.000627106372474993,"Emberiza citrinella"
"Emberiza hortulana",19.9,28.8,2,2,9881195.68,3,52.13,47.51,5.82987370166562,"Europe",124799.958097697,0.900133859606781,0.992187281231538,0.0061520208298353,0.00166069793862679,0.791114741144356,0.981562488225145,0.0183493922714121,8.81195034428537e-05,"Emberiza hortulana"
"Emberiza melanocephala",28.31,29.6,2,2,2122285.8,3,38.73,39.34,5.45394485284541,"Europe",147956.241464191,0.785894374409758,0.898210590293767,0.00185756426342674,0.0999318454428062,0.838282266316154,0.968257073213469,0.00125591645161005,0.028623038741631,"Emberiza melanocephala"
"Carduelis carduelis",16,33.4,1,2,11860717.87,1,50.13,35.73,6.3261254868346,"Europe",80058.2528302789,0.948466137896258,0.995496535653393,0,0.00450346434660738,0.928564158187787,0.996566112664303,5.30397187323366e-05,0.00336856399333143,"Carduelis carduelis"
"Carduelis citrinella",12,30.3,1,2,193259.64,1,45.36,6.49,5.1618968799194,"Europe",27732.8896800067,0.904407441352044,0.950325625101761,0,0.0496743748982391,0.952249188544104,0.993765288074445,0.00112138866540477,0.00448247263575886,"Carduelis citrinella"
"Coccothraustes coccothraustes",56.63,32.9,1,1,12197802.66,2,51.17,60.81,5.96354268043758,"Europe",78759.5937945023,0.925266901131931,0.993076395019335,0.000142372107617688,0.00678123287304774,0.875845893003629,0.99262867874673,0.000525278639942295,0.00684604261332802,"Coccothraustes coccothraustes"
"Linaria cannabina",19.53,34.4,1,2,10715477.38,1,49.19,33.6,6.20750098730258,"Europe",19808.0115667968,0.984477906141745,0.996936398246356,0,0.00306360175364387,0.966283108446574,0.998637240795834,0.000960332492250533,0.000396993472453479,"Carduelis cannabina"
"Loxia pytyopsittacus",53,36.6,1,1,3155285.39,2,61.03,35.98,5.46551306527638,"Europe",26313.4691792733,0.933802766034547,0.966555276271171,0.00320334886299633,0.0302413748658327,0.813531830777301,0.975620101370244,0.0239723140985316,0.000286285917649913,"Loxia pytyopsittacus"
"Serinus serinus",11.2,29.3,1,2,4819417.99,2,45.07,13.58,5.49983550038391,"Europe",71973.9462357492,0.940250437273883,0.993900589110755,0.00161773895124885,0.00448167193799644,0.913864054777494,0.998206446843937,0.000439842081372261,0.00133104762428711,"Serinus serinus"
"Spinus spinus",13.24,36.5,1,1,8968022.11,1,55.86,65.08,6.24317815318297,"Europe",60706.7583394702,0.940434441452938,0.9955728086664,0.00253527787133898,0.00189191346226139,0.927601937424079,0.995531564393046,0.00102203272221897,0.00344640288473481,"Carduelis spinus"
"Lanius collurio",28.44,31,3,3,10799323.67,3,52.82,41.84,5.85749537626049,"Europe",38679.486350209,0.971514834265404,0.997087860578361,6.96763943215772e-05,0.00284246302731748,0.934064627826918,0.996302054568576,0.00145315595926513,0.00224478947215878,"Lanius collurio"
"Lanius senator",35.97,31.4,3,2,2577480.33,3,38.9,15.24,5.551272926883,"Europe",80145.3691632625,0.886699563007138,0.928821818142946,0.0711781818570542,0,0.897040735167823,0.982239938770686,0.0153571913419052,0.00238426120255272,"Lanius senator"
"Locustella fluviatilis",16.1,29.2,3,3,5232960.16,3,54.47,37.81,4.74024299326868,"Europe",134194.879206461,0.861926065090678,0.980867647929224,0.011242078547268,0.00789027352350798,0.843283730140489,0.983366886090974,0.00319770176328638,0.0134354121457397,"Locustella fluviatilis"
"Locustella luscinioides",13.89,30.1,3,3,4698320.69,3,47.96,39.14,5.54882530919949,"Europe",207523.509854166,0.848879462083968,0.990396208363184,0.00560372418710878,0.00400006744970766,0.820621869121561,0.989811926556049,0.00652647516977127,0.0036615982741795,"Locustella luscinioides"
"Locustella naevia",13.3,25.4,3,2,7984518.2,3,52.97,43.23,5.83503919983856,"Europe",33570.5539104683,0.945760981122947,0.989221977095259,0.010209177600084,0.000568845304656809,0.905938213157945,0.99333558011507,0.00337611980839573,0.00328830007653455,"Locustella naevia"
"Anthus campestris",23,28.5,3,3,11176674.59,3,45.89,51.57,6.02099977499937,"Europe",45245.2203338915,0.895911765538709,0.9909923357509,0.00527668859034794,0.00373097565875167,0.890369925361376,0.99422636616021,0.00289096204018461,0.00288267179960504,"Anthus campestris"
"Anthus petrosus",22.4,26.5,3,3,292817.47,2,61.1,11.33,5.81525264390656,"Europe",22715.8402644297,0.936686506259899,0.965273055046915,0.0347269449530848,0,0.889674945326453,0.985795363593917,0.00826682262257274,0.00474451784159439,"Anthus petrosus"
"Anthus pratensis",18.4,24.3,3,3,6733599.47,2,59.47,30.67,6.32008486800619,"Europe",27619.9736457697,0.978049508622979,0.997226750134926,0.00267252720597711,0.000100722659096719,0.976622212336048,0.99930053290925,0.000344376548002319,0.000355090542747414,"Anthus pratensis"
"Anthus trivialis",23.33,29.3,2,2,15353264.33,3,56.07,58.29,6.46930866600257,"Europe",14151.8748215365,0.971866908231008,0.994188844441897,0.00569495214446633,0.000116203413636713,0.971874355037378,0.997475472803961,0.00168813996668038,0.000836387229358779,"Anthus trivialis"
"Erithacus rubecula",17.7,19.9,3,1,10001378.73,3,53.82,30.86,6.13384955708253,"Europe",27190.3736811433,0.986568408047524,0.999751686262997,0.000176687836577813,7.1625900425616e-05,0.984355713003622,0.999766068880272,5.41685516639281e-05,0.00017976256806395,"Erithacus rubecula"
"Ficedula albicollis",12.69,31.9,3,1,2473537.35,3,50.03,28.04,4.62193771598038,"Europe",107814.816460576,0.87948795527143,0.985340385038396,0.0142819541827055,0.000377660778897946,0.861988678033579,0.985544628808435,0.00763234760654481,0.00682302358502084,"Ficedula albicollis"
"Ficedula hypoleuca",13.79,30.4,3,1,7339714.14,3,57.07,38.09,5.98464653217426,"Europe",59443.1538988934,0.949317347186779,0.994255367931763,0.00470186448029251,0.00104276758794477,0.945959877210098,0.996699084467727,0.00158766243976203,0.00167743244576537,"Ficedula hypoleuca"
"Ficedula parva",10.8,25.3,3,1,6006654.02,3,54,34.95,5.22912271548196,"Europe",106023.869993967,0.905611872105026,0.986034981621416,0.000840745786760302,0.0131242725918237,0.840768454458616,0.982677980991128,0.000882352167782679,0.0164396668410897,"Ficedula parva"
"Ficedula semitorquata",14.4,28.9,3,2,613104.55,3,40.42,38.98,5.66678776024695,"Europe",137816.979544876,0.625721946657581,0.699728549484585,0.300271450515415,0,0.526931420307743,0.786118828398961,0.213881171601039,0,"Ficedula semitorquata"
"Luscinia luscinia",23.8,29.9,3,1,6890175.16,3,55.79,51.31,4.92854691466703,"Europe",17862.411446348,0.971608377147218,0.985255508806906,0.0147444911930944,0,0.860943287538959,0.983489564339123,0.00735657714350089,0.00915385851737622,"Luscinia luscinia"
"Luscinia megarhynchos",19.6,27.6,3,1,6778462.19,3,43,34.7,6.04098900120189,"Europe",31072.9833905748,0.97463779530919,0.998389680121876,0.000340715724613841,0.00126960415351016,0.941420714312538,0.997324188247879,0.00040990022353877,0.00226591152858221,"Luscinia megarhynchos"
"Monticola solitarius",53.65,29.5,3,3,9788977.12,2,33.99,80.36,7.07682435253787,"Europe",20146.1423443794,0.960814317001354,0.988976188368994,0.0039618284747443,0.00706198315626151,0.910371415091899,0.988681926632489,0.00789680913920433,0.00342126422830658,"Monticola solitarius"
"Oenanthe hispanica",15.04,26.4,2,2,3529344.19,3,37.85,24.02,5.7060879272587,"Europe",44387.5857144025,0.927156204059645,0.992191994032548,0.00650310614481892,0.00130489982263309,0.819690827224236,0.973272641704739,0.0253685611042864,0.00135879719097413,"Oenanthe hispanica"
"Oenanthe leucura",41,21.5,3,3,1288299.84,2,33.97,-1.23,4.84627931457848,"Europe",30551.0140431251,0.855405665056361,0.906893175769659,0.0931068242303412,0,0.869200444071191,0.937629784710073,0.0623702152899273,0,"Oenanthe leucura"
"Phoenicurus phoenicurus",14.59,25.8,3,1,14485113.51,3,53.91,48.63,6.36376549113241,"Europe",4259.31723542477,0.976138245341605,0.998123721194775,0.00023381525779971,0.00164246354742529,0.970835341953277,0.998339384669303,0.000468915246567621,0.00119170008412954,"Phoenicurus phoenicurus"
"Saxicola rubetra",16.6,26.7,3,2,10238944.41,3,55.53,39.22,6.11660476992328,"Europe",80566.6415221048,0.941015906551122,0.993797086069159,0.00618727786814904,1.5636062691576e-05,0.935736288285295,0.987790089178927,0.0115523732775082,0.000650730024655709,"Saxicola rubetra"
"Oriolus oriolus",79,38.5,2,1,11164384.03,3,50.16,43.01,5.94996026354852,"Europe",29178.8044811068,0.967828329250912,0.988437550940133,0.0115624490598667,0,0.921958531154718,0.995998317951191,0.00266563336695102,0.00133604868185776,"Oriolus oriolus"
"Cyanistes caeruleus",11.1,21,2,1,8753389.8,1,50.72,26.02,6.09022817435615,"Europe",58062.2959670873,0.964579617065519,0.997922386817598,0.000308928598861467,0.00176868458354037,0.947854289487347,0.998740106455184,4.74610659535202e-05,0.00121243247886297,"Parus caeruleus"
"Lophophanes cristatus",11.04,19.8,2,1,5918314.94,1,54.5,26.21,5.77842604669846,"Europe",45533.9277329419,0.962412381580421,0.997708200782815,0.000553786281028459,0.00173801293615677,0.906424662531354,0.995509175758342,0.00251360922320012,0.00197721501845784,"Parus cristatus"
"Periparus ater",9.2,21.9,2,1,18987457.58,1,52.81,75.18,6.79901604647687,"Europe",42097.8771944788,0.966956747352929,0.998273941418354,3.89373754926787e-05,0.00168712120615342,0.929821449376312,0.996515801626663,0.00303467325827692,0.000449525115059671,"Parus ater"
"Poecile lugubris",15.8,15.3,3,2,1281185.72,1,39.55,32.65,5.56110454296781,"Europe",9305.67247668756,0.915940916901201,0.963247507163773,0.0128136683243608,0.0239388245118659,0.895766510836957,0.987551373663035,0.0109334131882086,0.00151521314875694,"Parus lugubris"
"Poecile palustris",11.14,17.9,2,1,9072135.09,1,49.29,64.47,6.14035285171652,"Europe",14353.5494649828,0.973294239562116,0.99587417665762,0.000147885178278792,0.00397793816410168,0.939160449632877,0.995233243663619,0.00399544690063091,0.000771309435749923,"Parus palustris"
"Passer hispaniolensis",24.2,26,1,2,4197257.38,1,38.13,40.32,5.80986665428264,"Europe",197252.760318401,0.819412342501397,0.861268692648663,0,0.138731307351337,0.83412605205486,0.970256932479965,0.000836681556772211,0.0289063859632628,"Passer hispaniolensis"
"Passer italiae",28.3,26,1,3,312371.57,1,42.97,12.29,5.27591989443944,"Europe",57499.8546365327,0.903403286455956,0.922420638725694,0.0108374164950801,0.0667419447792263,0.894978770773644,0.979582455112064,0.00536689384345354,0.0150506510444825,"Passer hispaniolensis"
"Phylloscopus bonelli",8.69,23.1,3,2,1297862.66,3,42.2,3.08,5.43145884044751,"Europe",50239.5047275779,0.936482435172451,0.990671818061039,0.00387473161240312,0.00545345032655766,0.957421644083723,0.994069162452338,0.00206027219043042,0.00353445967570233,"Phylloscopus bonelli"
"Phylloscopus trochilus",8.7,25.9,3,1,15839222.41,3,60.53,74.92,6.26344922668635,"Europe",19241.3370540183,0.963496118979502,0.98772289173215,0.0122771082678501,0,0.966436530739724,0.997021857243423,0.00275922458594448,0,"Phylloscopus trochilus"
"Prunella modularis",20.24,21.2,2,2,6779516.3,1,56.25,26.53,6.25615979886607,"Europe",67458.7269548257,0.948535558559137,0.993425001428598,0.00630297041068639,0.000272028160715324,0.97136528322967,0.998108171235403,0.0016686795647482,0.000215409366718544,"Prunella modularis"
"Regulus ignicapilla",5.6,22,3,1,2693877.52,3,46.92,11.36,5.35172195865246,"Europe",137040.959236426,0.866018931836552,0.935495111861974,3.58681038824701e-05,0.0644690200341438,0.89457323321899,0.995642816061386,0.000129978773962247,0.00418170454509162,"Regulus ignicapilla"
"Regulus regulus",5.54,22,3,1,13206760.36,3,51.77,58.18,6.6914610660912,"Europe",7056.21563095845,0.979622530030624,0.995645518464551,0.000267904570612063,0.00408657696483681,0.938322502540662,0.997963144627804,0.00112670617869749,0.000334697206378339,"Regulus regulus"
"Remiz pendulinus",9.3,19.4,2,2,5985828.65,3,49.83,44.64,5.48108532766691,"Europe",134963.7197348,0.890077271459037,0.978096390554916,0.00819957556326966,0.0137040338818146,0.847932361066176,0.987033837202237,0.0102378776735154,0.00272828512424731,"Remiz pendulinus"
"Cettia cetti",13.22,14.3,3,2,5290133.33,1,41.65,39.12,6.01134883911463,"Europe",75175.2069071108,0.923931682141752,0.98981087616676,0.00597793551231347,0.00421118832092595,0.877540758997039,0.982469590627482,0.00282224460408929,0.0147081647684285,"Cettia cetti"
"Sitta neumayer",26.5,14.9,2,3,1244088.59,1,38.6,36.98,5.62358149481563,"Europe",14556.2614239308,0.939317453196348,0.981630893088464,0.00393898144432927,0.0144301254672067,0.871800435382244,0.978720911713696,0.0161788363359512,0.00510025195035305,"Sitta neumayer"
"Sturnus unicolor",83.66,35.9,2,2,826392.84,1,38.59,-1.94,4.97216014765902,"Europe",20249.1281566176,0.946644672741658,0.973306983323034,0,0.0266930166769659,0.97527324501961,0.998468489569603,4.12760992608611e-05,0.000861321282829721,"Sturnus unicolor"
"Sturnus vulgaris",77.14,38.4,2,3,17082191.68,2,50.32,52.41,6.94603001186925,"Europe",32640.6411699799,0.970354350132734,0.998543776072172,8.92459160172275e-05,0.00136697801181091,0.961147748254923,0.998684299448519,0.000223708761938975,0.00109199178954258,"Sturnus vulgaris"
"Sylvia atricapilla",16.7,27,2,1,8628077.66,3,51.6,26.37,6.08583083876196,"Europe",25609.0875792813,0.978169840160508,0.999895628191867,0,0.000104371808133205,0.956316718382265,0.998819671737416,2.81295630185798e-05,0.00115219869956564,"Sylvia atricapilla"
"Sylvia borin",18.2,30,2,1,9648408.47,3,54.65,37.01,6.04520988680206,"Europe",18728.3117163763,0.965983117559017,0.995450775037786,0.00447355626486788,7.56686973463763e-05,0.959068824480101,0.993894619343379,0.00559944040485033,0.000498770225974904,"Sylvia borin"
"Sylvia communis",15.1,24.2,2,3,14124012.64,3,50.84,43.84,6.36238336352686,"Europe",64874.1684202788,0.967965188342397,0.996775814809637,0.00164690543166234,0.0015772797587009,0.951451656163016,0.99693064960754,0.00279542989016291,0.000273920502297379,"Sylvia communis"
"Sylvia conspicillata",9,19.4,3,2,1315716.19,3,35.25,1.99,5.0991279064397,"Europe",71277.2281344964,0.933331454483158,0.97611768120689,0,0.0238823187931104,0.898425891235172,0.978381917749574,0.000689402584702049,0.0209286796657242,"Sylvia conspicillata"
"Sylvia hortensis",21.9,23.2,3,2,1039800.12,3,37.79,0.56,5.11317271345738,"Europe",149312.520386173,0.843064994199807,0.968720645826219,0.030418959750064,0.000860394423716657,0.842609748756414,0.957588698523792,0.0231938382258111,0.0192174632503967,"Sylvia hortensis"
"Sylvia melanocephala",11.7,18,2,2,1781820.85,2,37.82,8.8,5.22519423116619,"Europe",60255.2319565479,0.922234233971508,0.972029099290378,0,0.0279709007096216,0.883150381346701,0.990360018043497,0.00307453175082337,0.00653383618136487,"Sylvia melanocephala"
"Sylvia undata",10.8,14.1,3,2,826720.86,1,40.86,-1.12,4.98852037799601,"Europe",40705.4832593125,0.93433712694278,0.952579987899195,0.000584136390341418,0.0468358757104637,0.949879027797167,0.997524784477278,1.37826167474961e-05,0.00241760127378413,"Sylvia undata"
"Troglodytes troglodytes",9.74,15.7,3,1,15761767.29,3,46.78,62.81,6.83408596292252,"Europe",40208.4812886087,0.980021554517886,0.999285535959235,0.000448636071176511,0.000265827969588847,0.969454709555964,0.9994491349227,0.000472172136580446,7.86929407194326e-05,"Troglodytes troglodytes"
"Turdus iliacus",61.2,32.3,2,1,11966382.53,3,61.67,73.85,6.09232163552884,"Europe",155439.615453931,0.893105460772967,0.9658577085935,0.0341422914064997,0,0.946207350753435,0.987352379529219,0.0112515090267968,0.00139611144398464,"Turdus iliacus"
